Product,SKU,Supplier Code,Brand,Supplier,Type,Tag,Outlet,Current Stock,Stock Value,Item Value,Reorder Point,Reorder Amount
Striped Crest Beanie / Crimson,10754,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,JFK,5,25,5,0,0
Stylus Pen,10678,,Clearance,Arts & Cards,130 Accessories > Stationery,,JFK,1,5.467,5.467,20,10
Summer School T-Shirt 2016 / extra large,10665,,Clearance,THS Custom Orders,"010 Apparel > T-shirts, Tanks",,JFK,0,0,6.5,0,0
Summer School T-Shirt 2016 / large,10664,,Clearance,THS Custom Orders,"010 Apparel > T-shirts, Tanks",,JFK,0,0,6.5,0,0
Summer School T-Shirt 2016 / medium,10663,,Clearance,THS Custom Orders,"010 Apparel > T-shirts, Tanks",,JFK,0,0,6.5,0,0
Summer School T-Shirt 2016 / small,10662,,Clearance,THS Custom Orders,"010 Apparel > T-shirts, Tanks",,JFK,0,0,6.5,0,0
Sweatshirt Tote Bag / Crimson,10652,,5 Accessories,Bay State Apparel,150 Accessories > Bags,,JFK,3,30,10,3,3
Test Product,TestProductDefaultTitle,,,The Harvard Shop,General,,JFK,0,0,0,0,0
"The ""Alejandra"" Youth Hoodie / Ivory / L",11265,,4 Spring 2018 Collection,Apparel Empire,022 Apparel > Sweatshirts > Hooded,,JFK,2,37,18.5,0,0
"The ""Alejandra"" Youth Hoodie / Ivory / M",11264,,4 Spring 2018 Collection,Apparel Empire,022 Apparel > Sweatshirts > Hooded,,JFK,2,37,18.5,0,0
"The ""Alejandra"" Youth Hoodie / Ivory / S",11263,,4 Spring 2018 Collection,Apparel Empire,022 Apparel > Sweatshirts > Hooded,,JFK,2,37,18.5,0,0
"The ""Alejandra"" Youth Hoodie / Ivory / XL",11266,,4 Spring 2018 Collection,Apparel Empire,022 Apparel > Sweatshirts > Hooded,,JFK,2,37,18.5,0,0
"The ""Alejandra"" Youth Hoodie / Ivory / XS",11262,,4 Spring 2018 Collection,Apparel Empire,022 Apparel > Sweatshirts > Hooded,,JFK,2,37,18.5,0,0
"The ""Harrison"" Jacket / Crimson / L",11224,,2 Lifestyle Collection,Apparel Empire,050 Apparel > Jackets,,JFK,0,0,20.5,0,0
"The ""Harrison"" Jacket / Crimson / M",11223,,2 Lifestyle Collection,Apparel Empire,050 Apparel > Jackets,,JFK,0,0,20.5,0,0
"The ""Harrison"" Jacket / Crimson / S",11222,,2 Lifestyle Collection,Apparel Empire,050 Apparel > Jackets,,JFK,0,0,20.5,0,0
"The ""Harrison"" Jacket / Crimson / XL",11225,,2 Lifestyle Collection,Apparel Empire,050 Apparel > Jackets,,JFK,0,0,20.5,0,0
"The ""Harrison"" Jacket / Crimson / XS",11221,,2 Lifestyle Collection,Apparel Empire,050 Apparel > Jackets,,JFK,0,0,20.5,0,0
"The ""Leo"" Hoodie / L",11104,,4 Fall 2017 Collection,Quality,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,18.20543,0,0
"The ""Leo"" Hoodie / M",11103,,4 Fall 2017 Collection,Quality,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,18.20533,0,0
"The ""Leo"" Hoodie / S",11102,,4 Fall 2017 Collection,Quality,022 Apparel > Sweatshirts > Hooded,,JFK,1,18.20574,18.20574,0,0
"The ""Leo"" Hoodie / XL",11105,,4 Fall 2017 Collection,Quality,022 Apparel > Sweatshirts > Hooded,,JFK,-2,-36.49866,18.24933,0,0
"The ""Leo"" Hoodie / XS",11101,,4 Fall 2017 Collection,Quality,022 Apparel > Sweatshirts > Hooded,,JFK,-4,-72.82084,18.20521,0,0
"The ""Sarah"" Waffle Tee / Crimson / L",11252,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,0,0
"The ""Sarah"" Waffle Tee / Crimson / M",11251,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,0,0
"The ""Sarah"" Waffle Tee / Crimson / S",11250,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,0,0
"The ""Sarah"" Waffle Tee / Crimson / XL",11253,,2 Lifestyle Collection,The League,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,0,0
The Red Harvard Mug / Crimson,2719,QUALIT,6 Drinkware,Quality,210 Drinkware > Mugs,,JFK,-3,-14.94546,4.98182,8,8
Toddler Harvard Crest T-shirt / Oxford / 2T,10418,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,1,4.35548,4.35548,1,2
Toddler Harvard Crest T-shirt / Oxford / 3T,10420,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,4.1,1,2
Toddler Harvard Crest T-shirt / Oxford / 4T,10421,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.88,1,2
Toddler Harvard Crest T-shirt / Oxford / 5T,10422,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,1,2
Toddler Harvard Crest T-shirt / Pink / 2T,10423,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.93,1,2
Toddler Harvard Crest T-shirt / Pink / 3T,10424,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.97,1,2
Toddler Harvard Crest T-shirt / Pink / 4T,10425,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.92,1,2
Toddler Harvard Crest T-shirt / Pink / 5T,10426,,"7 Youth, Toddler, Infant",Quality,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,1,2
Toddler Varsity Jacket / 0-3M,11142,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,2,28.97652,14.48826,0,0
Toddler Varsity Jacket / 12M,11145,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,2,29.11174,14.55587,0,0
Toddler Varsity Jacket / 18M,11146,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,1,14.44913,14.44913,0,0
Toddler Varsity Jacket / 24M,11147,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,2,28.96038,14.48019,0,0
Toddler Varsity Jacket / 2T,11148,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,0,0,14.26974,0,0
Toddler Varsity Jacket / 3-6M,11143,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,0,0,14.52536,0,0
Toddler Varsity Jacket / 3T,11149,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,0,0,14.19389,0,0
Toddler Varsity Jacket / 4T,11150,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,0,0,14.16085,0,0
Toddler Varsity Jacket / 6-9M,11144,,"7 Youth, Toddler, Infant",Creative Knitwear,050 Apparel > Jackets,,JFK,1,14.47726,14.47726,0,0
Tower Shield Keychain / Silver,10113,,5 Accessories,LXG,110 Accessories > Keychains,,JFK,31,120.70098,3.89358,8,8
Vacuum Tumbler 10 oz. / Black,10852,,6 Drinkware,LXG,240 Drinkware > Travel Mugs,,JFK,4,36.4816,9.1204,0,0
Vacuum Tumbler 10 oz. / Crimson,10851,,6 Drinkware,LXG,240 Drinkware > Travel Mugs,,JFK,6,55.42728,9.23788,0,0
Varsity Script Hat / Navy,11157,,4 Fall 2017 Collection,Quality,030 Apparel > Hats,,JFK,4,25.96,6.49,0,0
Varsity Script Hat / White,11156,,4 Fall 2017 Collection,Quality,030 Apparel > Hats,,JFK,22,142.78,6.49,0,0
Veritas Racerback Tank / Charcoal / Large,10454,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,8.95,4,6
Veritas Racerback Tank / Charcoal / Medium,10453,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,5,7
Veritas Racerback Tank / Charcoal / Small,10452,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,4,6
Veritas Racerback Tank / Charcoal / X-Large,10455,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,0,3,5
Veritas T-Shirt / L / Black,10450,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / L / Red,10446,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / M / Black,10449,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / M / Red,10445,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / S / Black,10448,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / S / Red,10444,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / XL / Black,10451,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
Veritas T-Shirt / XL / Red,10447,,Clearance,Comprint,"010 Apparel > T-shirts, Tanks",,JFK,0,0,7,2,4
View of Harvard Stadium Vintage Photo,10409,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,0,0,10,0,0
View of the Colleges Photo,10613,,Clearance,ICONCEPT,"190 Accessories > Postcards, Photos",,JFK,1,7.55,7.55,0,0
Vineyard Vines Harvard Belt / Navy / 30,3216,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,3,71.01,23.67,1,2
Vineyard Vines Harvard Belt / Navy / 32,2413,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,5,118.15835,23.63167,1,2
Vineyard Vines Harvard Belt / Navy / 34,2414,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,0,0,23.67,1,2
Vineyard Vines Harvard Belt / Navy / 36,2415,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,0,0,23.67,1,2
Vineyard Vines Harvard Belt / Navy / 38,2416,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,-1,-23.68,23.68,1,2
Vineyard Vines Harvard Belt / Navy / 40,2417,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,0,0,23.25,1,2
Vineyard Vines Harvard Belt / Navy / 42,2418,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,4,92.87,23.2175,1,2
Vineyard Vines Harvard Belt / Navy / 44,2419,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,2,47.26,23.63,1,2
Vineyard Vines Harvard Bow Tie / Crimson / Vine & Ivy,3204,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,0,0,23.5,1,2
Vineyard Vines Harvard Tie / Crimson / Vine and Ivy,3206,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,-1,-36.71053,36.71053,2,2
Vineyard Vines Harvard Tie / Light Blue / Vine and Ivy,10323,VV,1 Heritage Collection,Vineyard Vines,"060 Apparel > Belts, Ties, Cufflinks",,JFK,0,0,36.69793,2,2
Vineyard Vines Shep Shirt / Navy / L,2379,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,1,55.11181,55.11181,1,2
Vineyard Vines Shep Shirt / Navy / M,2378,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,1,55.15148,55.15148,1,2
Vineyard Vines Shep Shirt / Navy / S,2377,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,2,108.4598,54.2299,1,2
Vineyard Vines Shep Shirt / Navy / XL,2380,VV,1 Heritage Collection,Vineyard Vines,023 Apparel > Sweatshirts > Zip,,JFK,-1,-53.77053,53.77053,1,2
Vintage Crew Sweatshirt / Oxford / L,3169,QUALIT,3 Classic Collection,Quality,021 Apparel > Sweatshirts > Crewneck,,JFK,1,7.70784,7.70784,1,2
Vintage Crew Sweatshirt / Oxford / M,3168,QUALIT,3 Classic Collection,Quality,021 Apparel > Sweatshirts > Crewneck,,JFK,1,7.10381,7.10381,1,2
Vintage Crew Sweatshirt / Oxford / S,3167,QUALIT,3 Classic Collection,Quality,021 Apparel > Sweatshirts > Crewneck,,JFK,3,23.29332,7.76444,1,2
Vintage Crew Sweatshirt / Oxford / XL,3170,QUALIT,3 Classic Collection,Quality,021 Apparel > Sweatshirts > Crewneck,,JFK,1,7.7084,7.7084,1,2
Vintage Crew Sweatshirt / Oxford / XXL,10072,QUALIT,3 Classic Collection,Quality,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,8.12021,1,2
Vintage Crew T-Shirt / Oxford / L,10346,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-1,-9.698,9.698,3,4
Vintage Crew T-Shirt / Oxford / M,10345,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-1,-7.7399,7.7399,3,4
Vintage Crew T-Shirt / Oxford / S,10344,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-1,-9.7489,9.7489,3,4
Vintage Crew T-Shirt / Oxford / XL,10347,,3 Classic Collection,Quality,"010 Apparel > T-shirts, Tanks",,JFK,-5,-41.2681,8.25362,2,3
Vintage Tailgate Sweater / XS,10897,,4 Fall 2017 Collection,Hillflint,070 Apparel > Knit Sweaters,,JFK,0,0,42.5,0,0
Watercolor Postcard,632,QUALIT,5 Accessories,Quality,"190 Accessories > Postcards, Photos",,JFK,117,51.48,0.44,60,60
"White ""Harvard"" Beanie / White",10707,,3 Classic Collection,Bay State Apparel,030 Apparel > Hats,,JFK,5,22.5,4.5,0,0
White Harvard Pen / White,2742,QUALIT,5 Accessories,Quality,130 Accessories > Stationery,,JFK,96,70.15968,0.73083,10,10
Windflow Umbrellas / Default,10015,,Clearance,STORMDUDS,300 Rain Gear,,JFK,0,0,14.7775,6,6
Wine Bottle Keychain / Crimson,10348,,5 Accessories,LXG,110 Accessories > Keychains,,JFK,-1,-3.88866,3.88866,6,6
Youth Binary Logo T-Shirt / YL,60141,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Binary Logo T-Shirt / YM,60140,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Binary Logo T-Shirt / YS,60139,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Binary Logo T-Shirt / YXS,60138,,MIT,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc Hooded Sweatshirt / L / Navy,60101,,Clearance,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,9.5,0,0
Youth Boston Arc Hooded Sweatshirt / L / Oxford,60098,,Clearance,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,9.5,0,0
Youth Boston Arc Hooded Sweatshirt / M / Navy,60100,,Clearance,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,9.5,0,0
Youth Boston Arc Hooded Sweatshirt / M / Oxford,60097,,Clearance,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,9.5,0,0
Youth Boston Arc Hooded Sweatshirt / S / Navy,60099,,Clearance,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,9.5,0,0
Youth Boston Arc Hooded Sweatshirt / S / Oxford,60096,,Clearance,FREEDOM,021 Apparel > Sweatshirts > Crewneck,,JFK,0,0,9.5,0,0
Youth Boston Arc T-Shirt / L / Navy,60095,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / L / Oxford,60091,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / M / Navy,60094,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / M / Oxford,60090,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / S / Navy,60093,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / S / Oxford,60089,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / XS / Navy,60092,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Boston Arc T-Shirt / XS / Oxford,60088,,Clearance,FREEDOM,"010 Apparel > T-shirts, Tanks",,JFK,0,0,3.5,0,0
Youth Harvard Crest Hooded Sweatshirt / Crimson / YL,3177,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,1,9.82812,9.82812,1,1
Youth Harvard Crest Hooded Sweatshirt / Crimson / YM,3176,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,-2,-18.2741,9.13705,1,1
Youth Harvard Crest Hooded Sweatshirt / Crimson / YS,3175,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,8.98386,1,1
Youth Harvard Crest Hooded Sweatshirt / Crimson / YXL,3178,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,-3,-30.17319,10.05773,1,1
Youth Harvard Crest Hooded Sweatshirt / Oxford / YL,10103,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,-5,-44.56755,8.91351,1,1
Youth Harvard Crest Hooded Sweatshirt / Oxford / YM,10102,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,4,34.96,8.74,1,1
Youth Harvard Crest Hooded Sweatshirt / Oxford / YS,10101,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,4,35.18344,8.79586,1,1
Youth Harvard Crest Hooded Sweatshirt / Oxford / YXL,10104,QUALIT,"7 Youth, Toddler, Infant",Quality,022 Apparel > Sweatshirts > Hooded,,JFK,0,0,8.87165,1,1
Youth Trucker Hat / Crimson,11015,,2 Lifestyle Collection,Quality,030 Apparel > Hats,,JFK,-10,-55.4425,5.54425,0,0
