id,handle,sku,name,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,supplier_name,active
e52b2846-e93d-11e5-f98b-20e25845cc35,HarvardAthleticPolo,10485,Harvard Athletic Polo,Color,Black,Size,S,,,Charles River,0
e52b2846-e93d-11e5-f98b-20e2a67f4b55,HarvardAthleticPolo,10486,Harvard Athletic Polo,Color,Black,Size,M,,,Charles River,0
e52b2846-e93d-11e5-f98b-20e2a9752046,HarvardAthleticPolo,10487,Harvard Athletic Polo,Color,Black,Size,L,,,Charles River,0
e52b2846-e93d-11e5-f98b-20e2b2bfe307,HarvardAthleticPolo,10488,Harvard Athletic Polo,Color,Black,Size,XL,,,Charles River,0
e52b2846-e93d-11e5-f98b-24b56aadcc64,HarvardAthleticShorts,10489,Harvard Athletic Shorts,Color,Black,Size,S,,,Quality,0
e52b2846-e93d-11e5-f98b-24b5804c6228,HarvardAthleticShorts,10490,Harvard Athletic Shorts,Color,Black,Size,M,,,Quality,0
e52b2846-e93d-11e5-f98b-24b583c4d31f,HarvardAthleticShorts,10491,Harvard Athletic Shorts,Color,Black,Size,L,,,Quality,0
e52b2846-e93d-11e5-f98b-24b588a8a63d,HarvardAthleticShorts,10492,Harvard Athletic Shorts,Color,Black,Size,XL,,,Quality,0
e52b2846-e93d-11e5-f98b-24be9952e3e3,HarvardWomensAthleticShorts,10493,Harvard Ladies Athletic Shorts,Color,Maroon,Size,S,,,Quality,1
e52b2846-e93d-11e5-f98b-24be9f2464a1,HarvardWomensAthleticShorts,10494,Harvard Ladies Athletic Shorts,Color,Maroon,Size,M,,,Quality,1
e52b2846-e93d-11e5-f98b-24bea34cdd4e,HarvardWomensAthleticShorts,10495,Harvard Ladies Athletic Shorts,Color,Maroon,Size,L,,,Quality,1
e52b2846-e93d-11e5-f98b-24bea83800ce,HarvardWomensAthleticShorts,10496,Harvard Ladies Athletic Shorts,Color,Maroon,Size,XL,,,Quality,1
